dob,firstName,height,playerId,lastName,nickname,positionGroupType
1994-07-16,Koki,184.0,28216,Tsukagawa,Koki Tsukagawa,CM
2000-03-21,Kyo,168.0,28217,Sato,Kyo Sato,RM
1997-04-18,Taiki,177.0,28218,Hirato,Taiki Hirato,LM
2005-04-25,Yuto,176.0,28219,Anzai,Yuto Anzai,LM
1995-06-11,Temma,163.0,28220,Matsuda,Temma Matsuda,AM
2001-11-01,Teppei,170.0,28221,Yachida,Teppei Yachida,AM
2005-03-02,Sora,173.0,28222,Hiraga,Sora Hiraga,LW
1999-05-05,Taichi,191.0,28223,Hara,Taichi Hara,CF
1998-03-13,Marco,177.0,28224,Túlio,Marco Túlio,CF
1994-09-09,Yuta,171.0,28225,Toyokawa,Yuta Toyokawa,CF
1997-11-10,Kazunari,182.0,28226,Ichimi,Kazunari Ichimi,CF
1992-09-20,Ryogo,187.0,28227,Yamasaki,Ryogo Yamasaki,CF
1992-08-07,Takumi,173.0,28228,Miyayoshi,Takumi Miyayoshi,CF
2000-11-22,Kosei,187.0,28229,Tani,Kosei Tani,GK
1998-05-28,Louis,188.0,28230,Thébault-Yamaguchi,Louis Thébault-Yamaguchi,GK
1995-11-04,Koki,184.0,28231,Fukui,Koki Fukui,GK
1992-12-11,Gen,182.0,28233,Shoji,Gen Shoji,RCB
1999-03-06,Min Kyu,185.0,28234,Jang,Min Kyu Jang,RCB
1996-09-17,Jurato,186.0,28235,Ikeda,Jurato Ikeda,RCB
2000-11-16,Kotaro,170.0,28238,Hayashi,Kotaro Hayashi,LB
1993-07-28,Masayuki,173.0,28240,Okuyama,Masayuki Okuyama,RB
1996-01-07,Junya,176.0,28242,Suzuki,Junya Suzuki,RB
2001-09-20,Henry Heroki,192.0,28243,Mochizuki,Henry Heroki Mochizuki,RB
1995-11-24,Kai,180.0,28244,Shibato,Kai Shibato,DM
1991-11-07,Hokuto,171.0,28245,Shimoda,Hokuto Shimoda,DM
2003-11-20,Zento,176.0,28246,Uno,Zento Uno,DM
1998-11-21,Takuya,174.0,28248,Yasui,Takuya Yasui,CM
1999-04-17,Daigo,164.0,28250,Takahashi,Daigo Takahashi,RM
1994-12-29,Keiya,171.0,28252,Sento,Keiya Sento,AM
1999-10-24,Shunta,169.0,28253,Araki,Shunta Araki,AM
1999-04-19,Takaya,173.0,28255,Numata,Takaya Numata,LW
1998-07-29,Kazuki,180.0,28256,Fujimoto,Kazuki Fujimoto,LW
2000-05-16,Byron,175.0,28258,Vásquez,Byron Vásquez,RW
2001-01-03,Yu,172.0,28259,Hirakawa,Yu Hirakawa,RW
2001-05-02,Shota,184.0,28260,Fujio,Shota Fujio,CF
1999-01-15,Se Hun,193.0,28261,Oh,Se Hun Oh,CF
1988-08-22,Mitchell,193.0,28265,Langerak,Mitchell Langerak,GK
1987-06-30,Yohei,189.0,28267,Takeda,Yohei Takeda,GK
2006-01-10,Alexandre,195.0,28269,Pisano,Alexandre Pisano,GK
1994-10-16,Chang Rae,188.0,28270,Ha,Chang Rae Ha,RCB
1991-04-20,Yuki,180.0,28271,Nogami,Yuki Nogami,RCB
2000-04-25,Shion,184.0,28272,Inoue,Shion Inoue,RCB
2000-06-23,Kennedy Egbus,193.0,28273,Mikuni,Kennedy Egbus Mikuni,RCB
1993-04-20,Ryosuke,174.0,28275,Yamanaka,Ryosuke Yamanaka,LB
1994-05-03,Akinari,184.0,28276,Kawazura,Akinari Kawazura,LB
1991-12-25,Sho,176.0,28278,Inagaki,Sho Inagaki,DM
1990-12-03,Takuji,177.0,28279,Yonemoto,Takuji Yonemoto,DM
1997-06-20,Keiya,178.0,28280,Shiihashi,Keiya Shiihashi,DM
2003-04-29,Haruki,181.0,28281,Yoshida,Haruki Yoshida,DM
2001-04-04,Ken,173.0,28282,Masui,Ken Masui,M
2001-10-20,Kyota,167.0,28283,Sakakibara,Kyota Sakakibara,M
1996-07-17,Katsuhiro,180.0,28285,Nakayama,Katsuhiro Nakayama,RM
1999-04-05,Tojiro,167.0,28286,Kubo,Tojiro Kubo,RM
1993-11-06,Ryuji,173.0,28288,Izumi,Ryuji Izumi,LM
1996-08-09,Masahito,172.0,28289,Ono,Masahito Ono,LM
1992-11-09,Noriyoshi,179.0,28290,Sakai,Noriyoshi Sakai,LM
1997-04-25,Tsukasa,175.0,28292,Morishima,Tsukasa Morishima,AM
1998-06-02,Takuya,177.0,28293,Uchida,Takuya Uchida,AM
1994-03-05,Kasper,186.0,28294,Junker,Kasper Junker,CF
1993-08-29,Yuya,183.0,28295,Yamagishi,Yuya Yamagishi,CF
1989-03-05,Kensuke,177.0,28296,Nagai,Kensuke Nagai,CF
1987-10-26,Anderson Patric,189.0,28297,Aguiar Oliveira,Patric,CF
1989-12-22,Il Gyu,180.0,28298,Park,Il Gyu Park,GK
1997-12-27,Arnau,190.0,28299,Riera,Arnau Riera,GK
2002-02-15,Bong Jo,191.0,28300,Koh,Bong Jo Koh,GK
1983-05-17,Masahiro,184.0,28302,Okamoto,Masahiro Okamoto,GK
1995-12-30,Kosuke,182.0,28304,Yamazaki,Kosuke Yamazaki,RCB
2000-09-17,Tae Hyeon,187.0,28305,Kim,Tae Hyeon Kim,LCB
1996-04-05,Katsunori,182.0,28306,Ueebisu,Katsunori Ueebisu,RCB
2001-08-24,Seiji,186.0,28307,Kimura,Seiji Kimura,RCB
1999-05-07,Taichi,160.0,28308,Kikuchi,Taichi Kikuchi,LB
1990-09-02,Yusuke,178.0,28309,Maruhashi,Yusuke Maruhashi,LB
1996-07-22,Wataru,178.0,28311,Harada,Wataru Harada,RB
2001-12-12,Shiva Tafari,186.0,28312,Nagasawa,Shiva Tafari Nagasawa,RB
1998-03-13,So,169.0,28313,Kawahara,So Kawahara,DM
1996-04-06,Kohei,176.0,28314,Tezuka,Kohei Tezuka,DM
1992-05-01,Akito,170.0,28316,Fukuta,Akito Fukuta,CM
1987-06-22,Naoyuki,175.0,28317,Fujita,Naoyuki Fujita,CM
1988-09-21,Kentaro,173.0,28318,Moriya,Kentaro Moriya,CM
1997-04-14,Yoichi,177.0,28319,Naganuma,Yoichi Naganuma,RM
1996-07-08,Hikaru,169.0,28320,Nakahara,Hikaru Nakahara,RM
2005-05-07,Keisuke,173.0,28322,Sakaiya,Keisuke Sakaiya,RM
2002-09-17,Ryonosuke,171.0,28323,Kabayama,Ryonosuke Kabayama,LM
1992-12-13,Yuki,168.0,28325,Horigome,Yuki Horigome,AM
2002-10-16,Shota,167.0,28326,Hino,Shota Hino,AM
1993-08-10,Cayman,178.0,28328,Togashi,Cayman Togashi,CF
2003-03-04,Ayumu,170.0,28329,Yokoyama,Ayumu Yokoyama,CF
2002-06-08,Marcelo,188.0,28330,Ryan,Marcelo Ryan,CF
1993-02-22,Vinícius,176.0,28331,Araújo,Vinícius Araújo,CF
1999-07-28,Keisuke,188.0,28333,Osako,Keisuke Osako,GK
1991-04-30,Goro,192.0,28335,Kawanami,Goro Kawanami,GK
1996-08-07,Hayato,186.0,28337,Araki,Hayato Araki,RCB
1989-10-02,Sho,177.0,28338,Sasaki,Sho Sasaki,RCB
1988-12-05,Tsukasa,182.0,28339,Shiotani,Tsukasa Shiotani,RCB
2001-01-08,Taichi,184.0,28341,Yamasaki,Taichi Yamasaki,RCB
1993-12-27,Takaaki,177.0,28342,Shichi,Takaaki Shichi,LB
2000-06-27,Shuto,182.0,28343,Nakano,Shuto Nakano,RB
1994-06-06,Gakuto,177.0,28344,Notsuda,Gakuto Notsuda,DM
1999-08-28,Takumu,183.0,28345,Kawamura,Takumu Kawamura,DM
1998-08-22,Taishi,180.0,28346,Matsumoto,Taishi Matsumoto,DM
2001-12-11,Kohei,182.0,28349,Hosoya,Kohei Hosoya,DM
2006-04-22,Yotaro,175.0,28350,Nakajima,Yotaro Nakajima,CM
1991-07-20,Yusuke,166.0,28351,Chajima,Yusuke Chajima,RM
2004-04-03,Sota,181.0,28352,Koshimichi,Sota Koshimichi,RM
2000-07-28,Shunki,180.0,28353,Higashi,Shunki Higashi,LM
1987-07-28,Yoshifumi,168.0,28354,Kashiwa,Yoshifumi Kashiwa,LM
1993-01-19,Marcos,167.0,28355,Júnior,Marcos Júnior,AM
1999-07-20,Makoto,170.0,28356,Mitsuta,Makoto Mitsuta,AM
2000-03-09,Motoki,170.0,28357,Ohara,Motoki Ohara,AM
1998-03-09,Ezequiel,167.0,28358,Santos da Silva,Ezequiel,CF
1993-01-13,Pieros,184.0,28359,Sotiriou,Pieros Sotiriou,CF
1997-08-06,Mutsuki,180.0,28360,Kato,Mutsuki Kato,CF
1996-07-27,Yuki,181.0,28361,Ohashi,Yuki Ohashi,CF
1987-11-12,Douglas,189.0,28362,Vieira,Douglas Vieira,CF
1989-08-27,Daiki,183.0,28363,Tomii,Daiki Tomii,GK
1994-08-16,Hiroki,187.0,28364,Mawatari,Hiroki Mawatari,GK
1999-04-21,Kota,190.0,28365,Sanada,Kota Sanada,GK
1998-09-08,Daiki,182.0,28366,Sugioka,Daiki Sugioka,LCB
1993-11-26,Min Tae,187.0,28368,Kim,Min Tae Kim,RCB
1989-08-17,Kazuki,182.0,28369,Oiwa,Kazuki Oiwa,RCB
1989-08-04,Kazunari,180.0,28370,Ono,Kazunari Ono,LCB
2001-05-28,Naoya,180.0,28372,Takahashi,Naoya Takahashi,RCB
1993-12-07,Yuto,184.0,28374,Suzuki,Yuto Suzuki,RB
1992-06-18,Takuya,175.0,28375,Okamoto,Takuya Okamoto,RB
2002-08-13,Satoshi,175.0,28376,Tanaka,Satoshi Tanaka,DM
2000-04-03,Kohei,174.0,28377,Okuno,Kohei Okuno,DM
1991-05-30,Akimi,173.0,28378,Barada,Akimi Barada,DM
2003-07-12,Junnosuke,180.0,28379,Suzuki,Junnosuke Suzuki,DM
1993-04-22,Kosuke,177.0,28380,Onose,Kosuke Onose,RM
2002-01-20,Taiga,177.0,28381,Hata,Taiga Hata,LM
2001-03-23,Sho,173.0,28382,Fukuda,Sho Fukuda,LM
1989-07-05,Hiroyuki,170.0,28383,Abe,Hiroyuki Abe,AM
2002-09-14,Taiyo,173.0,28384,Hiraoka,Taiyo Hiraoka,AM
1999-07-08,Masaki,176.0,28385,Ikeda,Masaki Ikeda,AM
1990-07-04,Naoki,168.0,28386,Yamada,Naoki Yamada,AM
1991-09-21,Lukian,183.0,28387,Araújo de Almeida,Lukian,CF
1996-04-02,Akira Silvano,175.0,28388,Disaro,Akira Silvano Disaro,CF
2003-07-30,Akito,180.0,28390,Suzuki,Akito Suzuki,CF
2005-07-07,Hisatsugu,170.0,28391,Ishii,Hisatsugu Ishii,CF
1993-04-10,Matheus,190.0,28392,Vidotto,Matheus Vidotto,GK
1996-07-01,Yuya,185.0,28393,Nagasawa,Yuya Nagasawa,GK
1994-10-17,Kaito,186.0,28396,Chida,Kaito Chida,RCB
1999-09-30,Hiroto,181.0,28397,Taniguchi,Hiroto Taniguchi,RCB
1993-05-04,Kohei,183.0,28398,Yamakoshi,Kohei Yamakoshi,RCB
1998-06-09,Naoki,181.0,28399,Hayashi,Naoki Hayashi,RCB
2001-07-19,Yuto,182.0,28401,Yamada,Yuto Yamada,RCB
1995-02-23,Hijiri,171.0,28402,Onaga,Hijiri Onaga,LB
1996-06-24,Yutaro,183.0,28403,Hakamata,Yutaro Hakamata,LB
1996-03-22,Kazuya,172.0,28405,Miyahara,Kazuya Miyahara,RB
1998-08-21,Daiki,174.0,28406,Fukazawa,Daiki Fukazawa,RB
2000-08-08,Koki,167.0,28407,Morita,Koki Morita,DM
2000-08-15,Yuto,188.0,28408,Tsunashima,Yuto Tsunashima,DM
1999-04-05,Tetsuyuki,178.0,28409,Inami,Tetsuyuki Inami,DM
2006-05-18,Joi,185.0,28410,Yamamoto,Joi Yamamoto,DM
2001-10-27,Yuan,172.0,28412,Matsuhashi,Yuan Matsuhashi,LM
2001-05-20,Soma,167.0,28414,Meshino,Soma Meshino,LM
1998-03-28,Tomoya,172.0,28415,Miki,Tomoya Miki,AM
1997-06-16,Kosuke,167.0,28416,Saito,Kosuke Saito,AM
1999-08-16,Hiroto,165.0,28417,Yamami,Hiroto Yamami,LW
2001-07-10,Fuki,181.0,28419,Yamada,Fuki Yamada,RW
2001-09-12,Itsuki,181.0,28420,Someno,Itsuki Someno,CF
1999-09-11,Keito,174.0,28421,Kawamura,Keito Kawamura,CF
2001-02-28,Yudai,185.0,28422,Kimura,Yudai Kimura,CF
2000-09-19,Goki,170.0,28423,Yamada,Goki Yamada,CF
1986-06-18,Shusaku,183.0,28426,Nishikawa,Shusaku Nishikawa,GK
1994-05-12,Ayumi,195.0,28427,Niekawa,Ayumi Niekawa,GK
1992-10-24,Alexander,189.0,28429,Scholz,Alexander Scholz,RCB
1995-01-23,Marius,184.0,28430,Høibråten,Marius Høibråten,LCB
1998-09-10,Yota,183.0,28432,Sato,Yota Sato,RCB
2001-04-27,Ayumu,168.0,28433,Ohata,Ayumu Ohata,LB
1999-02-26,Hirokazu,169.0,28434,Ishihara,Hirokazu Ishihara,RB
1998-08-11,Atsuki,185.0,28435,Ito,Atsuki Ito,DM
2004-07-08,Yota,171.0,28436,Horiuchi,Yota Horiuchi,DM
1988-04-18,Ken,175.0,28437,Iwao,Ken Iwao,CM
1996-10-02,Ryoma,176.0,28438,Watanabe,Ryoma Watanabe,RM
2001-09-15,Hidetoshi,178.0,28439,Takeda,Hidetoshi Takeda,RM
1995-04-19,Takahiro,167.0,28440,Sekine,Takahiro Sekine,LM
1996-10-05,Yoshio,172.0,28442,Koizumi,Yoshio Koizumi,AM
2000-02-09,Kaito,174.0,28443,Yasui,Kaito Yasui,AM
1999-10-21,Ekanit,168.0,28444,Panya,Ekanit Panya,AM
2005-12-05,Jumpei,163.0,28445,Hayakawa,Jumpei Hayakawa,LW
1998-07-23,Tomoaki,170.0,28447,Okubo,Tomoaki Okubo,RW
1993-02-04,Thiago,184.0,28448,Santos Santana,Thiago,CF
1998-01-20,Toshiki,182.0,28450,Takahashi,Toshiki Takahashi,CF
1986-07-31,Shinzo,175.0,28451,Koroki,Shinzo Koroki,CF
1994-09-08,Daiya,191.0,28452,Maekawa,Daiya Maekawa,GK
1997-12-18,Powell Obinna,193.0,28453,Obi,Powell Obinna Obi,GK
1988-11-01,Shota,185.0,28454,Arai,Shota Arai,GK
1994-06-18,Takuya,186.0,28456,Iwanami,Takuya Iwanami,RCB
1997-10-01,Tetsushi,186.0,28457,Yamakawa,Tetsushi Yamakawa,RCB
1996-12-09,Ryuho,188.0,28458,Kikuchi,Ryuho Kikuchi,RCB
1991-01-02,Yuki,173.0,28459,Honda,Yuki Honda,LCB
1991-03-14,Gotoku,176.0,28461,Sakai,Gotoku Sakai,LB
1997-07-10,Ryo,180.0,28462,Hatsuse,Ryo Hatsuse,LB
1996-10-02,Nanasei,173.0,28463,Iino,Nanasei Iino,RB
1995-09-23,Rikuto,176.0,28464,Hirose,Rikuto Hirose,RB
1990-10-06,Hotaru,174.0,28467,Yamaguchi,Hotaru Yamaguchi,DM
1998-05-15,Yuya,175.0,28468,Kuwasaki,Yuya Kuwasaki,DM
1991-10-05,Takahiro,185.0,28469,Ogihara,Takahiro Ogihara,DM
1996-08-23,Yosuke,171.0,28472,Ideguchi,Yosuke Ideguchi,CM
2002-01-06,Kakeru,177.0,28473,Yamauchi,Kakeru Yamauchi,CM
1999-09-17,Daiju,180.0,28475,Sasaki,Daiju Sasaki,AM
1994-03-25,Haruya,171.0,28476,Ide,Haruya Ide,AM
1997-08-05,Yuya,171.0,28477,Nakasaka,Yuya Nakasaka,AM
1995-07-03,Koya,183.0,28478,Yuruki,Koya Yuruki,LW
1997-05-14,Jean,175.0,28479,Patric,Jean Patric,LW
2000-05-26,Taisei,178.0,28481,Miyashiro,Taisei Miyashiro,CF
1990-05-18,Yuya,184.0,28482,Osako,Yuya Osako,CF
1994-10-21,William,192.0,28483,Popp,William Popp,GK
1996-12-05,Fuma,180.0,28484,Shirasaka,Fuma Shirasaka,GK
1995-08-25,Shinnosuke,185.0,28486,Hatanaka,Shinnosuke Hatanaka,RCB
1993-04-27,Carlos Eduardo,184.0,28487,Bendini Giusti,Eduardo,LCB
1997-02-05,Takumi,186.0,28488,Kamijima,Takumi Kamijima,RCB
1989-01-19,Yuki,179.0,28490,Saneto,Yuki Saneto,RCB
2001-11-16,Manato,172.0,28491,Yoshida,Manato Yoshida,RCB
1995-01-15,Katsuya,173.0,28492,Nagato,Katsuya Nagato,LB
2001-09-16,Hijiri,171.0,28493,Kato,Hijiri Kato,LB
1999-04-22,Taiki,180.0,28494,Watanabe,Taiki Watanabe,LB
1999-12-28,Ren,175.0,28495,Kato,Ren Kato,LB
1996-11-06,Yuta,172.0,28496,Koike,Yuta Koike,LB
1995-08-29,Ryuta,170.0,28497,Koike,Ryuta Koike,RB
1993-02-16,Ken,180.0,28498,Matsubara,Ken Matsubara,RB
1994-08-23,Takuya,170.0,28499,Kida,Takuya Kida,DM
1998-10-18,Kota,165.0,28501,Watanabe,Kota Watanabe,CM
2003-08-17,Riku,173.0,28502,Yamane,Riku Yamane,CM
2000-10-09,Keigo,170.0,28503,Sakakibara,Keigo Sakakibara,CM
1998-07-23,Kenta,171.0,28505,Inoue,Kenta Inoue,RM
1991-07-03,Tae Hee,174.0,28506,Nam,Tae Hee Nam,AM
1991-07-19,Jun,175.0,28507,Amano,Jun Amano,AM
1992-05-27,José Élber,170.0,28508,Pimentel da Silva,Élber,LW
1990-02-22,Kota,176.0,28509,Mizunuma,Kota Mizunuma,RW
1998-09-04,Yan Matheus,175.0,28510,Santos Souza,Yan,RW
1992-12-14,Ryo,181.0,28511,Miyaichi,Ryo Miyaichi,RW
1993-09-15,Anderson,185.0,28512,Lopes,Anderson Lopes,CF
2001-11-01,Asahi,179.0,28513,Uenaka,Asahi Uenaka,CF
2000-12-19,Yuhi,177.0,28514,Murakami,Yuhi Murakami,CF
2007-03-02,Joshua,186.0,28528,Stayman,Joshua Stayman,GK
2006-09-19,Alen,177.0,29296,Inoue,Alen Inoue,CF
1995-08-18,Shahab,187.0,29609,Zahedi,Shahab Zahedi,CF
1992-07-28,Radomir,183.0,30514,Milosavljević,Radomir Milosavljević,CM
2005-03-26,Kento,180.0,30537,Shiogai,Kento Shiogai,CF
1996-06-19,Tiago,177.0,30629,Alves,Tiago Alves,LW
1997-09-08,Jun,175.0,31115,Kodama,Jun Kodama,GK
2002-05-06,Hayato,182.0,31130,Inamura,Hayato Inamura,D
